Probe_Set_ID;Transcript_ID;Gene_Title;Gene_Symbol;SOM_cluster;Expression_pattern;Develoment_relation
205123_s_at;g4507548;transmembrane protein with EGF-like and two ;TMEFF1;c5;DOWN;D
;;follistatin-like domains 1;;;;
205046_at;g4502780;centromere protein E, 312kDa;CENPE;c5;DOWN;D
205020_s_at;g5031602;ADP-ribosylation factor-like 4A;ARL4A;c5;DOWN;
204825_at;g7661973;maternal embryonic leucine zipper kinase;MELK;c5;DOWN;
204822_at;g4507718;TTK protein kinase;TTK;c5;DOWN;
204444_at;g13699823;kinesin family member 11;KIF11;c5;DOWN;
204244_s_at;g5729733;DBF4 homolog (S. cerevisiae);DBF4;c5;DOWN;
204146_at;Hs.24596.0;RAD51 associated protein 1;RAD51AP1;c5;DOWN;
203740_at;g5031918;M-phase phosphoprotein 6;MPHOSPH6;c5;DOWN;
203304_at;g6912533;BMP and activin membrane-bound inhibitor homolog ;BAMBI;c5;DOWN;
;;(Xenopus laevis);;;;
203214_x_at;g4502708;cell division cycle 2, G1 to S and G2 to M;CDC2;c5;DOWN;D
203145_at;g5453631;sperm associated antigen 5;SPAG5;c5;DOWN;
202870_s_at;g4557436;cell division cycle 20 homolog (S. cerevisiae);CDC20;c5;DOWN;
202779_s_at;g7657045;ubiquitin-conjugating enzyme E2S /// similar to ;LOC731049 /// ;c5;DOWN;
;;Ubiquitin-conjugating enzyme E2S (Ubiquitin-;UBE2S;;;
;;conjugating enzyme E2-24 kDa) (Ubiquitin-protein ;;;;
;;ligase) (Ubiquitin carrier protein) (E2-EPF5);;;;
202207_at;Hs.111554.0;ADP-ribosylation factor-like 4C;ARL4C;c5;DOWN;
202095_s_at;g4502144;baculoviral IAP repeat-containing 5 (survivin);BIRC5;c5;DOWN;D
201976_s_at;g11037056;myosin X;MYO10;c5;DOWN;
201719_s_at;g4503578;erythrocyte membrane protein band 4.1-like 2;EPB41L2;c5;DOWN;
201687_s_at;g5729729;apoptosis inhibitor 5;API5;c5;DOWN;D
201643_x_at;g7706598;jumonji domain containing 1B;JMJD1B;c5;DOWN;
201570_at;g7661541;sorting and assembly machinery component 50 ;SAMM50;c5;DOWN;
;;homolog (S. cerevisiae);;;;
201483_s_at;g12803910;suppressor of Ty 4 homolog 1 (S. cerevisiae);SUPT4H1;c5;DOWN;
201479_at;g4503336;dyskeratosis congenita 1, dyskerin;DKC1;c5;DOWN;
201476_s_at;Hs.2934.0;ribonucleotide reductase M1 polypeptide;RRM1;c5;DOWN;
201459_at;g5730022;RuvB-like 2 (E. coli);RUVBL2;c5;DOWN;D
201456_s_at;Hs.40323.0;BUB3 budding uninhibited by benzimidazoles 3 ;BUB3;c5;DOWN;
;;homolog (yeast);;;;
201342_at;g4507126;small nuclear ribonucleoprotein polypeptide C;SNRPC;c5;DOWN;
201132_at;g9624997;heterogeneous nuclear ribonucleoprotein H2 (H');HNRPH2;c5;DOWN;
201075_s_at;g4507078;SWI/SNF related, matrix associated, actin dependent ;SMARCC1;c5;DOWN;
;;regulator of chromatin, subfamily c, member 1;;;;
200965_s_at;g5921987;actin binding LIM protein 1;ABLIM1;c5;DOWN;D
200956_s_at;Hs.79162.0;structure specific recognition protein 1;SSRP1;c5;DOWN;
200648_s_at;g4504026;glutamate-ammonia ligase (glutamine synthetase);GLUL;c5;DOWN;
1567214_a_at;Hs2.44499.4;pinin, desmosome associated protein;PNN;c5;DOWN;
1559477_s_at;Hs2.130584.1;Meis homeobox 1;MEIS1;c5;DOWN;D
1555864_s_at;Hs2.423329.1;pyruvate dehydrogenase (lipoamide) alpha 1;PDHA1;c5;DOWN;
1554510_s_at;Hs2.433957.2;growth hormone inducible transmembrane protein;GHITM;c5;DOWN;
234989_at;Hs.250594.0;trophoblast-derived noncoding RNA;TncRNA;c6;DOWN;
229661_at;Hs.189095.0;sal-like 4 (Drosophila);SALL4;c6;DOWN;
225898_at;Hs.323537.0;WD repeat domain 54;WDR54;c6;DOWN;
223038_s_at;Hs.180780.1;family with sequence similarity 60, member A /// ;FAM60A /// ;c6;DOWN;
;;similar to teratocarcinoma expressed, serine rich /// ;LOC650369 /// ;;;
;;similar to Protein FAM60A (Tera protein);LOC728115;;;
219823_at;g13375937;lin-28 homolog (C. elegans);LIN28;c6;DOWN;
214468_at;Hs.278432.0;myosin, heavy chain 6, cardiac muscle, alpha ;MYH6;c6;DOWN;D
;;(cardiomyopathy, hypertrophic 1);;;;
206307_s_at;g4758391;forkhead box D1;FOXD1;c6;DOWN;
205522_at;g11024701;homeobox D4;HOXD4;c6;DOWN;D
205453_at;g4504464;homeobox B2;HOXB2;c6;DOWN;D
203418_at;g4502612;cyclin A2;CCNA2;c6;DOWN;D
201848_s_at;g558845;BCL2/adenovirus E1B 19kDa interacting protein 3;BNIP3;c6;DOWN;D
1554768_a_at;Hs2.79078.2;MAD2 mitotic arrest deficient-like 1 (yeast);MAD2L1;c6;DOWN;
1554452_a_at;Hs2.61762.2;hypoxia-inducible protein 2;HIG2;c6;DOWN;
57588_at;4851433_RC;solute carrier family 24 (sodium/potassium/calcium ;SLC24A3;c7;UP;
;;exchanger), member 3;;;;
53720_at;4862629_RC;hypothetical protein FLJ11286;FLJ11286;c7;UP;
52837_at;4859267_RC;KIAA1644 protein;KIAA1644;c7;UP;
244839_at;Hs.283382.0;titin;TTN;c7;UP;D
244716_x_at;Hs.263928.0;transmembrane and immunoglobulin domain containing 2;TMIGD2;c7;UP;
244498_x_at;Hs.311109.0;similar to ubiquitin-conjugating enzyme E2Q 2 /// ;LOC388153 /// ;c7;UP;
;;hypothetical LOC388160 /// ;LOC388160 /// ;;;
;;hypothetical LOC388163 /// ;LOC388163 /// ;;;
;;hypothetical LOC440296 /// ;LOC440296 /// ;;;
;;hypothetical protein LOC730145;LOC440302 /// ;;;
;;;LOC730145;;;
244471_x_at;Hs.166314.1;Pannexin 2;PANX2;c7;UP;
244129_at;Hs.97763.0;Transcribed locus;---;c7;UP;
244076_at;Hs.124128.0;KIAA2022;KIAA2022;c7;UP;
243946_at;Hs.167186.0;---;---;c7;UP;
243346_at;Hs.91870.0;leiomodin 3 (fetal);LMOD3;c7;UP;
243339_at;Hs.101433.0;Transcribed locus;---;c7;UP;
243179_at;Hs.59962.0;CDNA FLJ33993 fis, clone DFNES2007757;---;c7;UP;
242605_at;Hs.63176.0;Transcribed locus;---;c7;UP;
242344_at;Hs.303527.0;gamma-aminobutyric acid (GABA) A receptor, beta 2;GABRB2;c7;UP;
242299_at;Hs.118526.0;---;---;c7;UP;
242051_at;Hs.130260.0;Transcribed locus;---;c7;UP;
241986_at;Hs.71730.0;BMP binding endothelial regulator;BMPER;c7;UP;
241978_at;Hs.186939.0;Aldo-keto reductase family 1, member A1 ;AKR1A1;c7;UP;
;;(aldehyde reductase);;;;
241957_x_at;Hs.194118.0;lin-7 homolog B (C. elegans);LIN7B;c7;UP;
241726_at;Hs.223368.0;Holocarboxylase synthetase (biotin-(proprionyl-;HLCS;c7;UP;
;;Coenzyme A-carboxylase (ATP-hydrolysing)) ligase);;;;
241365_at;Hs.33024.0;CDNA FLJ42259 fis, clone TKIDN2011289;---;c7;UP;
240955_at;Hs.99235.0;pannexin 3;PANX3;c7;UP;
240869_at;Hs.224829.0;Full length insert cDNA clone ZE05A03;---;c7;UP;
240515_at;Hs.189935.0;---;---;c7;UP;
240228_at;Hs.21034.0;CUB and Sushi multiple domains 3;CSMD3;c7;UP;
240120_at;Hs.177398.0;Transcribed locus;---;c7;UP;
240043_at;Hs.130370.0;---;---;c7;UP;
239952_at;Hs.104372.0;---;---;c7;UP;
239909_at;Hs.217297.0;chromosome 9 open reading frame 94;C9orf94;c7;UP;
239772_x_at;Hs.158562.0;DEAH (Asp-Glu-Ala-His) box polypeptide 30;DHX30;c7;UP;
239718_at;Hs.17554.0;CDNA FLJ42310 fis, clone TRACH2007733;---;c7;UP;
239468_at;Hs.71738.0;mohawk homeobox;MKX;c7;UP;D
239449_at;Hs.288670.0;---;---;c7;UP;
239443_at;Hs.89217.0;protocadherin beta 6;PCDHB6;c7;UP;D
239407_at;Hs.145406.0;CDNA clone IMAGE:4837199;---;c7;UP;
239349_at;Hs.50636.0;C1q and tumor necrosis factor related protein 7;C1QTNF7;c7;UP;D
239330_at;Hs.181867.0;Clone TESTIS-814 mRNA sequence;---;c7;UP;
239229_at;Hs.50125.0;Transcribed locus;---;c7;UP;
239073_at;Hs.128020.0;Ankyrin repeat and FYVE domain containing 1;ANKFY1;c7;UP;
239066_at;Hs.173921.0;Transcribed locus;---;c7;UP;
239006_at;Hs.150178.0;solute carrier family 26, member 7;SLC26A7;c7;UP;
238815_at;Hs.129017.0;leucine rich repeat transmembrane neuronal 1;LRRTM1;c7;UP;
238786_at;Hs.28137.0;Transcribed locus;---;c7;UP;
238782_at;Hs.240816.0;CDNA FLJ41633 fis, clone FCBBF3003435;---;c7;UP;
238727_at;Hs.146225.0;Hypothetical gene supported by BC008048;LOC440934;c7;UP;
238603_at;Hs.127525.0;hypothetical protein LOC254559;LOC254559;c7;UP;
238521_at;Hs.135694.0;Transcribed locus;---;c7;UP;
238454_at;Hs.116368.0;zinc finger protein 540;ZNF540;c7;UP;
238124_at;Hs.164859.0;Myomesin family, member 3;MYOM3;c7;UP;
237939_at;Hs.202436.0;EPH receptor A5;EPHA5;c7;UP;
237590_at;Hs.14208.0;---;---;c7;UP;
237568_at;Hs.191196.0;Transcribed locus;---;c7;UP;
236966_at;Hs.302807.0;armadillo repeat containing 8;ARMC8;c7;UP;
236838_at;Hs.92122.0;SNAP25-interacting protein;SNIP;c7;UP;
236577_at;Hs.98506.0;Transcribed locus;---;c7;UP;
236573_at;Hs.50918.0;Mindbomb homolog 1 (Drosophila);MIB1;c7;UP;D
236424_at;Hs.131488.0;---;---;c7;UP;
236140_at;Hs.193452.0;glutamate-cysteine ligase, modifier subunit;GCLM;c7;UP;
236013_at;Hs.274702.0;calcium channel, voltage-dependent, R type, ;CACNA1E;c7;UP;
;;alpha 1E subunit;;;;
235993_at;Hs.33431.0;---;---;c7;UP;
235916_at;Hs.18888.0;yippee-like 4 (Drosophila);YPEL4;c7;UP;
235911_at;Hs.184727.0;"Hypothetical gene supported by BC034933; BC068085";LOC440995;c7;UP;
235905_at;Hs.21168.1;Transcribed locus;---;c7;UP;
235826_at;Hs.54547.0;"MRNA; cDNA DKFZp564E202 (from clone ";---;c7;UP;
;;DKFZp564E202) /// CDNA FLJ44257 fis, ;;;;
;;clone TKIDN2015263;;;;
235787_at;Hs.12815.0;Transcribed locus;---;c7;UP;
235739_at;Hs.165258.0;Transcribed locus;---;c7;UP;
235657_at;Hs.14204.0;Transcribed locus, strongly similar to XP_518149.1  ;---;c7;UP;
;;hypothetical protein XP_518149 [Pan troglodytes];;;;
235619_at;Hs.131363.0;hypothetical protein LOC285986;LOC285986;c7;UP;
235471_at;Hs.132950.0;Chromosome 10 open reading frame 72;C10orf72;c7;UP;
235228_at;Hs.194327.0;coiled-coil domain containing 85A;CCDC85A;c7;UP;
235225_at;Hs.12714.0;sodium channel, voltage-gated, type II, beta;SCN2B;c7;UP;
235118_at;Hs.12382.0;CDNA clone IMAGE:4811412;---;c7;UP;
235043_at;Hs.10957.1;family with sequence similarity 122A;FAM122A;c7;UP;
234611_at;Hs.306840.0;CDNA clone IMAGE:4903661;---;c7;UP;
234314_at;Hs.15978.2;chromosome 20 open reading frame 74;C20orf74;c7;UP;
233547_x_at;Hs.41717.2;phosphodiesterase 1A, calmodulin-dependent;PDE1A;c7;UP;
233546_at;Hs.301533.0;Hypothetical protein LOC283075;LOC283075;c7;UP;
233306_at;Hs.301896.0;CDNA FLJ11447 fis, clone HEMBA1001383;---;c7;UP;
233220_at;Hs.26849.0;glutamate receptor, ionotropic, N-methyl-D-;GRIN3A;c7;UP;D
;;aspartate 3A;;;;
232771_at;Hs.250649.0;Nik related kinase;NRK;c7;UP;
232377_at;Hs.48445.0;neurexophilin 1;NXPH1;c7;UP;
232325_at;Hs.33756.0;MRNA full length insert cDNA clone EUROIMAGE ;---;c7;UP;
;;196784;;;;
232099_at;Hs.147674.0;protocadherin beta 16;PCDHB16;c7;UP;D
231986_at;Hs.129190.0;regulating synaptic membrane exocytosis 1;RIMS1;c7;UP;D
231950_at;Hs.150751.0;zinc finger protein 658;ZNF658;c7;UP;
231935_at;Hs.21333.0;cyclic AMP-regulated phosphoprotein, 21 kD;ARPP-21;c7;UP;
231923_at;Hs.199647.0;hypothetical LOC441027;FLJ12993;c7;UP;
231786_at;Hs.249195.0;homeobox A13;HOXA13;c7;UP;D
231776_at;Hs.301704.0;eomesodermin homolog (Xenopus laevis);EOMES;c7;UP;D
231616_at;Hs.117915.0;Transcribed locus;---;c7;UP;
231465_at;Hs.150167.0;CDNA clone IMAGE:4818531;---;c7;UP;
231258_at;Hs.279921.2;---;---;c7;UP;
231234_at;Hs.128065.0;cathepsin C;CTSC;c7;UP;
231223_at;Hs.21925.0;CUB and Sushi multiple domains 1;CSMD1;c7;UP;
231220_at;Hs.173430.0;bruno-like 4, RNA binding protein (Drosophila);BRUNOL4;c7;UP;D
231011_at;Hs.151973.0;La ribonucleoprotein domain family, member 2;LARP2;c7;UP;
230913_at;Hs.59525.0;Full length insert cDNA clone ZE12B03;---;c7;UP;
230859_at;Hs.26514.0;Transcribed locus;---;c7;UP;
230737_s_at;Hs.110835.0;Hypothetical gene supported by BC014163;LOC387647;c7;UP;
230698_at;Hs.101375.0;"MRNA; cDNA DKFZp434H205 (from clone ";---;c7;UP;
;;DKFZp434H205);;;;
230475_at;Hs.155074.0;similar to RIKEN cDNA 6030419C18 gene;LOC388135;c7;UP;
230448_at;Hs.104767.0;hypothetical protein MGC15523;MGC15523;c7;UP;
230303_at;Hs.26411.0;synaptoporin;SYNPR;c7;UP;
230237_at;Hs.95469.0;Transcribed locus;---;c7;UP;
230117_at;Hs.21659.0;hypothetical protein LOC285878;LOC285878;c7;UP;
230076_at;Hs.106440.0;Transcribed locus;---;c7;UP;
230067_at;Hs.71913.0;Family with sequence similarity 124A;FAM124A;c7;UP;
229951_x_at;Hs.265848.3;Transcribed locus;---;c7;UP;
229916_at;Hs.179075.0;ectonucleotide pyrophosphatase/phosphodiesterase 6;ENPP6;c7;UP;
229883_at;Hs.99389.0;glutamate receptor, ionotropic, N-methyl D-aspartate 2D;GRIN2D;c7;UP;
229839_at;Hs.49696.0;Scavenger receptor class A, member 5 (putative);SCARA5;c7;UP;
229809_at;Hs.48794.0;Transcribed locus;---;c7;UP;
229735_s_at;Hs.13804.0;NIPA-like domain containing 3;NPAL3;c7;UP;
229670_at;Hs.180284.0;5.5 kb mRNA upregulated in retinoic acid treated ;---;c7;UP;
;;HL-60 neutrophilic cells;;;;
229589_x_at;Hs.288809.1;Basic, immunoglobulin-like variable motif containing;BIVM;c7;UP;
229579_s_at;Hs.74137.1;dispatched homolog 2 (Drosophila);DISP2;c7;UP;
229530_at;Hs.143691.0;CDNA clone IMAGE:5302158;---;c7;UP;
229526_at;Hs.136315.0;aquaporin 11;AQP11;c7;UP;
229463_at;Hs.172717.0;neurotrophic tyrosine kinase, receptor, type 2;NTRK2;c7;UP;D
229233_at;Hs.19515.0;neuregulin 3;NRG3;c7;UP;D
228794_at;Hs.73680.0;cardiomyopathy associated 3;CMYA3;c7;UP;
228772_at;Hs.42151.0;histamine N-methyltransferase;HNMT;c7;UP;
228646_at;Hs.10941.0;protein phosphatase 1, regulatory (inhibitor) subunit 1C;PPP1R1C;c7;UP;
228608_at;Hs.45080.0;sodium leak channel, non-selective;NALCN;c7;UP;
228525_at;Hs.283024.1;Transcribed locus, strongly similar to XP_512572.1  ;---;c7;UP;
;;similar to low density lipoprotein receptor-related ;;;;
;;protein 3 [Pan troglodytes];;;;
228523_at;Hs.284136.6;nanos homolog 1 (Drosophila);NANOS1;c7;UP;
228414_at;Hs.4241.0;potassium large conductance calcium-activated channel, ;KCNMA1;c7;UP;
;;subfamily M, alpha member 1;;;;
228376_at;Hs.97469.0;glycoprotein, alpha-galactosyltransferase 1 /// ;GGTA1 /// ;c7;UP;
;;similar to glycoprotein galactosyltransferase alpha 1, 3;LOC731515;;;
228343_at;Hs.333040.0;POU domain, class 2, transcription factor 2;POU2F2;c7;UP;
228278_at;Hs.145994.0;nuclear factor I/X (CCAAT-binding transcription factor);NFIX;c7;UP;
228206_at;Hs.8040.0;heparan sulfate (glucosamine) 3-O-sulfotransferase 4;HS3ST4;c7;UP;
228195_at;Hs.82204.0;hypothetical protein MGC13057;MGC13057;c7;UP;
228188_at;Hs.5890.0;---;---;c7;UP;
228100_at;Hs.172510.0;chromosome 1 open reading frame 88;C1orf88;c7;UP;
228090_at;Hs.14600.0;nicotinamide nucleotide adenylyltransferase 3;NMNAT3;c7;UP;
227865_at;Hs.103158.0;chromosome 9 open reading frame 103;C9orf103;c7;UP;
227856_at;Hs.23439.0;chromosome 4 open reading frame 32;C4orf32;c7;UP;
227845_s_at;Hs.7423.0;Src homology 2 domain containing transforming ;SHD;c7;UP;
;;protein D;;;;
227775_at;Hs.260707.0;bruno-like 6, RNA binding protein (Drosophila);BRUNOL6;c7;UP;
227702_at;Hs.26040.0;cytochrome P450, family 4, subfamily X, polypeptide 1;CYP4X1;c7;UP;
227660_at;Hs.42927.0;anthrax toxin receptor 1;ANTXR1;c7;UP;
227441_s_at;Hs.92927.1;ankyrin repeat and sterile alpha motif domain ;ANKS1B;c7;UP;
;;containing 1B;;;;
227425_at;Hs.5740.0;RALBP1 associated Eps domain containing 2;REPS2;c7;UP;D
227346_at;Hs.121587.0;IKAROS family zinc finger 1 (Ikaros);IKZF1;c7;UP;D
227336_at;Hs.124024.0;deltex homolog 1 (Drosophila);DTX1;c7;UP;D
227321_at;Hs.20132.1;opposite strand transcription unit to STAG3;GATS;c7;UP;
226829_at;Hs.23972.0;actin filament associated protein 1-like 2;AFAP1L2;c7;UP;
226818_at;Hs.288581.0;macrophage expressed gene 1;MPEG1;c7;UP;
226757_at;Hs.293797.0;interferon-induced protein with tetratricopeptide ;IFIT2;c7;UP;
;;repeats 2;;;;
226573_at;Hs.172753.0;DIRAS family, GTP-binding RAS-like 1;DIRAS1;c7;UP;
226535_at;Hs.57664.0;---;---;c7;UP;
225871_at;Hs.118258.0;six transmembrane epithelial antigen of the prostate 2;STEAP2;c7;UP;
225579_at;Hs.274415.0;PQ loop repeat containing 3;PQLC3;c7;UP;
225299_at;Hs.172506.0;myosin VB;MYO5B;c7;UP;
224393_s_at;g13560309;cat eye syndrome chromosome region, candidate 6;CECR6;c7;UP;
224339_s_at;g13537517;angiopoietin-like 1;ANGPTL1;c7;UP;
224212_s_at;g9587673;protocadherin alpha 9 /// ;PCDHA1 /// ;c7;UP;D
;;protocadherin alpha subfamily C, 2 /// ;PCDHA10 /// ;;;
;;protocadherin alpha subfamily C, 1 /// ;PCDHA11 /// ;;;
;;protocadherin alpha 13 /// ;PCDHA12 /// ;;;
;;protocadherin alpha 12 /// ;PCDHA13 /// ;;;
;;protocadherin alpha 11 /// ;PCDHA2 /// ;;;
;;protocadherin alpha 10 /// ;PCDHA3 /// ;;;
;;protocadherin alpha 8 /// ;PCDHA4 /// ;;;
;;protocadherin alpha 7 /// ;PCDHA5 /// ;;;
;;protocadherin alpha 6 /// ;PCDHA6 /// ;;;
;;protocadherin alpha 5 /// ;PCDHA7 /// ;;;
;;protocadherin alpha 4 /// ;PCDHA8 ///;;;
;;protocadherin alpha 3 /// ;PCDHA9 /// ;;;
;;protocadherin alpha 2 /// ;PCDHAC1 /// ;;;
;;protocadherin alpha 1;PCDHAC2;;;
223980_s_at;g9964114;SP110 nuclear body protein;SP110;c7;UP;
223922_x_at;g11559215;membrane-spanning 4-domains, subfamily A, member 6A;MS4A6A;c7;UP;
223843_at;g6230378;scavenger receptor class A, member 3;SCARA3;c7;UP;
223823_at;g7108972;potassium large conductance calcium-activated channel, ;KCNMB2;c7;UP;
;;subfamily M, beta member 2;;;;
223734_at;g12584946;ovary-specific acidic protein;OSAP;c7;UP;
223672_at;g13276628;SH3-domain GRB2-like (endophilin) interacting protein 1;SGIP1;c7;UP;
223631_s_at;g12003430;chromosome 19 open reading frame 33;C19orf33;c7;UP;
223550_s_at;g13094698;carbonic anhydrase X;CA10;c7;UP;D
223469_at;g13436298;pyroglutamyl-peptidase I;PGPEP1;c7;UP;
223322_at;g13279079;Ras association (RalGDS/AF-6) domain family 5;RASSF5;c7;UP;D
222899_at;g6013140;integrin, alpha 11;ITGA11;c7;UP;D
222866_s_at;Hs.267566.0;feline leukemia virus subgroup C cellular receptor family, ;FLVCR2;c7;UP;
;;member 2;;;;
222379_at;Hs.130315.0;Transcribed locus;---;c7;UP;
222278_at;Hs.168386.0;Transcribed locus, moderately similar to XP_;---;c7;UP;
;;001000918.1  hypothetical protein [Mus musculus];;;;
222271_at;Hs.293055.0;---;---;c7;UP;
222156_x_at;Hs.82506.1;cell cycle progression 1;CCPG1;c7;UP;
222123_s_at;Hs.284256.2;hypoxia inducible factor 3, alpha subunit;HIF3A;c7;UP;
221994_at;Hs.154103.2;PDZ and LIM domain 5;PDLIM5;c7;UP;D
221840_at;Hs.31137.0;protein tyrosine phosphatase, receptor type, E;PTPRE;c7;UP;
221612_at;g9963844;leucine-rich repeats and transmembrane domains 1;LRTM1;c7;UP;
221211_s_at;g9910145;chromosome 21 open reading frame 7;C21orf7;c7;UP;
220889_s_at;g9910365;carbonic anhydrase X;CA10;c7;UP;D
220663_at;g7657231;interleukin 1 receptor accessory protein-like 1;IL1RAPL1;c7;UP;
220580_at;g13376569;bicaudal C homolog 1 (Drosophila);BICC1;c7;UP;D
220359_s_at;g10047095;cyclic AMP-regulated phosphoprotein, 21 kD;ARPP-21;c7;UP;
220348_at;g13376606;kelch-like 29 (Drosophila);KLHL29;c7;UP;
220345_at;g13376497;leucine rich repeat transmembrane neuronal 4;LRRTM4;c7;UP;
220327_at;g7705882;vestigial like 3 (Drosophila);VGLL3;c7;UP;
220266_s_at;g4758321;Kruppel-like factor 4 (gut);KLF4;c7;UP;D
220131_at;g11612658;FXYD domain containing ion transport regulator 7;FXYD7;c7;UP;
219783_at;g8923523;chromosome 2 open reading frame 18;C2orf18;c7;UP;
219700_at;g9966886;plexin domain containing 1;PLXDC1;c7;UP;D
219666_at;g11641258;membrane-spanning 4-domains, subfamily A, member 6A;MS4A6A;c7;UP;
219619_at;g8922160;DIRAS family, GTP-binding RAS-like 2;DIRAS2;c7;UP;
219607_s_at;g13430865;membrane-spanning 4-domains, subfamily A, member 4;MS4A4A;c7;UP;
219400_at;g4505462;contactin associated protein 1;CNTNAP1;c7;UP;
219236_at;g13376350;progestin and adipoQ receptor family member VI;PAQR6;c7;UP;
218923_at;Hs.135578.0;chitobiase, di-N-acetyl-;CTBS;c7;UP;
218677_at;g10190711;S100 calcium binding protein A14;S100A14;c7;UP;
218484_at;g10047137;NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, ;NDUFA4L2;c7;UP;
;;4-like 2;;;;
218232_at;g7705752;complement component 1, q subcomponent, A chain;C1QA;c7;UP;
218145_at;g11056039;tribbles homolog 3 (Drosophila);TRIB3;c7;UP;D
217995_at;g10864010;sulfide quinone reductase-like (yeast);SQRDL;c7;UP;
217626_at;Hs.300832.0;---;---;c7;UP;
217562_at;Hs.106642.0;family with sequence similarity 5, member C;FAM5C;c7;UP;
217437_s_at;Hs.173159.1;transforming, acidic coiled-coil containing protein 1;TACC1;c7;UP;
217107_at;Hs.247869.0;similar to 40S ribosomal protein S4, Y isoform 2;LOC442257;c7;UP;
217077_s_at;Hs.198612.1;gamma-aminobutyric acid (GABA) B receptor, 2;GABBR2;c7;UP;
216971_s_at;Hs.79706.2;plectin 1, intermediate filament binding protein 500kDa;PLEC1;c7;UP;
216866_s_at;Hs.36131.2;collagen, type XIV, alpha 1 (undulin);COL14A1;c7;UP;
216248_s_at;Hs.82120.1;nuclear receptor subfamily 4, group A, member 2;NR4A2;c7;UP;D
216120_s_at;Hs.305923.3;ATPase, Ca++ transporting, plasma membrane 2;ATP2B2;c7;UP;D
216100_s_at;Hs.234265.2;torsin A interacting protein 1;TOR1AIP1;c7;UP;
216096_s_at;Hs.22998.1;neurexin 1;NRXN1;c7;UP;D
216063_at;Hs.20205.0;hemoglobin, beta pseudogene 1;HBBP1;c7;UP;
215767_at;Hs.159528.0;zinc finger protein 804A;ZNF804A;c7;UP;
215162_at;Hs.198232.1;GTPase activating Rap/RanGAP domain-like 1;GARNL1;c7;UP;
215047_at;Hs.51692.0;tripartite motif-containing 58;TRIM58;c7;UP;
214929_s_at;Hs.6606.1;KIAA1109;KIAA1109;c7;UP;
214610_at;Hs.301118.0;cytochrome P450, family 11, subfamily B, polypeptide 1;CYP11B1;c7;UP;
214492_at;Hs.151899.1;sarcoglycan, delta (35kDa dystrophin-associated ;SGCD;c7;UP;D
;;glycoprotein);;;;
214423_x_at;Hs.234234.2;CDNA FLJ46657 fis, clone TRACH3006264;---;c7;UP;
214120_at;Hs.102576.0;ret finger protein-like 1 antisense;RFPL1S;c7;UP;
213935_at;Hs.184019.0;abhydrolase domain containing 5;ABHD5;c7;UP;
213913_s_at;Hs.11912.0;KIAA0984 protein;KIAA0984;c7;UP;
213802_at;Hs.22404.1;Full-length cDNA clone CS0DB004YO04 of ;---;c7;UP;
;;Neuroblastoma Cot 10-normalized of Homo sapiens ;;;;
;;(human);;;;
213800_at;Hs.250651.2;complement factor H;CFH;c7;UP;
213676_at;Hs.12840.0;chromosome 6 open reading frame 137;C6orf137;c7;UP;
213640_s_at;Hs.102267.2;lysyl oxidase;LOX;c7;UP;D
213496_at;Hs.13245.0;plasticity related gene 1;LPPR4;c7;UP;
213488_at;Hs.7949.1;sushi, nidogen and EGF-like domains 1;SNED1;c7;UP;
213451_x_at;Hs.169886.0;tenascin XB;TNXB;c7;UP;D
213439_x_at;Hs.6755.1;RaP2 interacting protein 8;RPIP8;c7;UP;
213290_at;Hs.159263.2;collagen, type VI, alpha 2;COL6A2;c7;UP;
212831_at;Hs.5599.0;multiple EGF-like-domains 9;MEGF9;c7;UP;
212014_x_at;Hs.169610.3;CD44 molecule (Indian blood group);CD44;c7;UP;
211356_x_at;g1519389;leptin receptor;LEPR;c7;UP;D
211123_at;g2887404;solute carrier family 5 (sodium iodide symporter), ;SLC5A5;c7;UP;
;;member 5;;;;
210807_s_at;g3834394;solute carrier family 16, member 7 (monocarboxylic ;SLC16A7;c7;UP;
;;acid transporter 2);;;;
210472_at;g13529052;metallothionein 1G;MT1G;c7;UP;
210148_at;g10998781;homeodomain interacting protein kinase 3;HIPK3;c7;UP;D
210121_at;g12620189;UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, ;B3GALT2;c7;UP;
;;polypeptide 2;;;;
210040_at;g12003226;solute carrier family 12, (potassium-chloride ;SLC12A5;c7;UP;
;;transporter) member 5;;;;
209991_x_at;g4091932;gamma-aminobutyric acid (GABA) B receptor, 2;GABBR2;c7;UP;
209983_s_at;g7416826;neurexin 2;NRXN2;c7;UP;
209982_s_at;Hs.124085.0;neurexin 2;NRXN2;c7;UP;
209970_x_at;g435598;caspase 1, apoptosis-related cysteine peptidase ;CASP1;c7;UP;D
